HTTP Code,Download Time,Download Size,URL
07/21/2014 20:11:10 PM,200,0.343,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:11:41 PM,200,0.039,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:11:41 PM,200,0.030,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:11:41 PM,200,0.027,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:11:41 PM,200,0.022,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:11:41 PM,200,0.029,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:11:41 PM,200,0.297,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:12:11 PM,200,0.030,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:12:11 PM,200,0.035,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:12:11 PM,200,0.030,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:12:11 PM,200,0.023,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:12:11 PM,200,0.023,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:12:11 PM,200,0.253,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:12:42 PM,200,0.048,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:12:42 PM,200,0.027,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:12:42 PM,200,0.025,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:12:42 PM,200,0.022,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:12:42 PM,200,0.023,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:12:42 PM,200,0.281,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:13:12 PM,200,0.534,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:13:12 PM,200,0.030,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:13:12 PM,200,0.024,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:13:12 PM,200,0.023,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:13:12 PM,200,0.025,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:13:12 PM,200,0.301,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:13:43 PM,200,0.039,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:13:43 PM,200,0.024,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:13:43 PM,200,0.034,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:13:43 PM,200,0.022,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:13:43 PM,200,0.031,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:13:43 PM,200,0.352,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:14:14 PM,200,0.039,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:14:14 PM,200,0.026,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:14:14 PM,200,0.025,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:14:14 PM,200,0.023,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:14:14 PM,200,0.024,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:14:14 PM,200,0.322,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:14:44 PM,200,0.042,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:14:44 PM,200,0.028,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:14:44 PM,200,0.030,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:14:44 PM,200,0.023,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:14:44 PM,200,0.027,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:14:44 PM,200,0.356,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:15:15 PM,200,0.034,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:15:15 PM,200,0.028,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:15:15 PM,200,0.023,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:15:15 PM,200,0.030,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:15:15 PM,200,0.029,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:15:15 PM,200,0.317,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:15:45 PM,200,0.036,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:15:45 PM,200,0.027,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:15:45 PM,200,0.036,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:15:45 PM,200,0.023,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:15:45 PM,200,0.029,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:15:45 PM,200,0.352,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:16:16 PM,200,0.032,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:16:16 PM,200,0.031,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:16:16 PM,200,0.024,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:16:16 PM,200,0.025,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:16:16 PM,200,0.022,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:16:16 PM,200,0.243,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:16:46 PM,200,0.059,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:16:46 PM,200,0.031,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:16:46 PM,200,0.047,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:16:46 PM,200,0.024,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:16:46 PM,200,0.028,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:16:46 PM,200,0.264,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:17:17 PM,200,0.047,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:17:17 PM,200,0.034,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:17:17 PM,200,0.030,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:17:17 PM,200,0.025,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:17:17 PM,200,0.028,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:17:17 PM,200,0.296,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:17:47 PM,200,0.043,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:17:47 PM,200,0.027,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:17:47 PM,200,0.027,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:17:47 PM,200,0.026,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:17:47 PM,200,0.027,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:17:47 PM,200,0.355,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:18:18 PM,200,0.485,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:18:18 PM,200,0.029,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:18:18 PM,200,0.029,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:18:18 PM,200,0.024,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:18:18 PM,200,0.024,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:18:18 PM,200,0.305,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:18:49 PM,200,0.031,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:18:49 PM,200,0.030,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:18:49 PM,200,0.026,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:18:49 PM,200,0.024,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:18:49 PM,200,0.024,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:18:49 PM,200,0.327,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:19:20 PM,200,0.045,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:19:20 PM,200,0.028,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:19:20 PM,200,0.029,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:19:20 PM,200,0.027,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:19:20 PM,200,0.028,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:19:20 PM,200,0.365,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:19:50 PM,200,0.045,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:19:50 PM,200,0.028,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:19:50 PM,200,0.030,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:19:50 PM,200,0.024,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:19:50 PM,200,0.025,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:19:50 PM,200,0.278,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:20:21 PM,200,0.052,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:20:21 PM,200,0.031,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:20:21 PM,200,0.028,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:20:21 PM,200,0.023,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:20:21 PM,200,0.027,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:20:21 PM,200,0.322,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:20:51 PM,200,0.049,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:20:51 PM,200,0.031,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:20:51 PM,200,0.027,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:20:51 PM,200,0.023,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:20:51 PM,200,0.025,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:20:51 PM,200,0.247,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:21:22 PM,200,0.042,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:21:22 PM,200,0.029,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:21:22 PM,200,0.026,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:21:22 PM,200,0.025,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:21:22 PM,200,0.026,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:21:22 PM,200,0.264,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:21:52 PM,200,0.045,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:21:52 PM,200,0.025,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:21:52 PM,200,0.023,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:21:52 PM,200,0.023,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:21:52 PM,200,0.024,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:21:52 PM,200,0.327,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:22:23 PM,200,0.047,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:22:23 PM,200,0.028,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:22:23 PM,200,0.026,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:22:23 PM,200,0.024,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:22:23 PM,200,0.027,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:22:23 PM,200,0.337,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:22:53 PM,200,0.047,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:22:53 PM,200,0.030,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:22:53 PM,200,0.034,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:22:53 PM,200,0.027,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:22:53 PM,200,0.028,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:22:53 PM,200,0.295,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:23:24 PM,200,0.526,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:23:24 PM,200,0.028,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:23:24 PM,200,0.024,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:23:24 PM,200,0.026,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:23:24 PM,200,0.025,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:23:24 PM,200,0.330,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:23:55 PM,200,0.043,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:23:55 PM,200,0.031,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:23:55 PM,200,0.025,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:23:55 PM,200,0.037,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:23:55 PM,200,0.029,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:23:55 PM,200,0.391,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:24:25 PM,200,0.045,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:24:25 PM,200,0.031,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:24:25 PM,200,0.028,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:24:25 PM,200,0.026,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:24:25 PM,200,0.026,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:24:25 PM,200,1.502,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:24:57 PM,200,0.042,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:24:57 PM,200,0.026,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:24:57 PM,200,0.024,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:24:57 PM,200,0.022,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:24:57 PM,200,0.029,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:24:57 PM,200,0.353,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:25:28 PM,200,0.032,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:25:28 PM,200,0.025,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:25:28 PM,200,0.028,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:25:28 PM,200,0.024,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:25:28 PM,200,0.026,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:25:28 PM,200,0.415,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:25:58 PM,200,0.042,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:25:58 PM,200,0.029,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:25:58 PM,200,0.030,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:25:58 PM,200,0.025,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:25:58 PM,200,0.026,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:25:58 PM,200,0.321,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:26:29 PM,200,0.035,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:26:29 PM,200,0.033,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:26:29 PM,200,0.036,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:26:29 PM,200,0.024,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:26:29 PM,200,0.030,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:26:29 PM,200,0.274,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:26:59 PM,200,0.041,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:26:59 PM,200,0.027,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:26:59 PM,200,0.026,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:26:59 PM,200,0.026,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:26:59 PM,200,0.026,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:26:59 PM,200,0.350,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:27:30 PM,200,0.037,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:27:30 PM,200,0.029,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:27:30 PM,200,0.023,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:27:30 PM,200,0.022,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:27:30 PM,200,0.025,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:27:30 PM,200,0.328,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:28:01 PM,200,0.048,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:28:01 PM,200,0.028,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:28:01 PM,200,0.025,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:28:01 PM,200,0.023,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:28:01 PM,200,0.025,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:28:01 PM,200,0.336,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:28:31 PM,200,0.525,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:28:31 PM,200,0.029,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:28:31 PM,200,0.026,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:28:31 PM,200,0.027,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:28:31 PM,200,0.024,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:28:31 PM,200,0.350,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:29:02 PM,200,0.046,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:29:02 PM,200,0.029,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:29:02 PM,200,0.033,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:29:02 PM,200,0.023,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:29:02 PM,200,0.024,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:29:02 PM,200,0.283,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
07/21/2014 20:29:33 PM,200,0.526,4982,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=c
07/21/2014 20:29:33 PM,200,0.031,1835,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=co
07/21/2014 20:29:33 PM,200,0.028,814,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=com
07/21/2014 20:29:33 PM,200,0.024,324,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comm
07/21/2014 20:29:33 PM,200,0.026,247,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/predict?prefix=comma
07/21/2014 20:29:33 PM,200,0.280,106886,http://qa.bedfordstmartins.com/externals/beingmetasearch/ew/search?QTEXT=comma
